Text,Type
ใครเรียกแท็กซี่ในกรุงเทพแล้วได้ตั้งแต่คันแรก คือเป็นเทพ,Neg
https://www.ilaw.or.th/node/5123 คู่มือการเลือกตั้ง 62 ilaw ทำดีมากเวอร์ #เลือกตั้ง62,Pos
ส่วนที่หายไป คือ B ชอบอะไร ใน NEW HONDA CIVIC RED ชอบรูปทรงและสีแดงดูเท่ห์ดูดีมีระดับ สวยทุกมุมมองจริงๆ <3,Pos
ไม่ๆ,Neg
ดีงามยกเซ็ต,Pos
งานโคฟของ show dc นี่วงลงเยอะมากเลยนะ แล้วก็เทหลายวงเหมือนกัน แบบรู้สึกว่างานนี้คือหลายๆอย่างไม่ค่อยโอเคเลยอ่ะ,Neg
ขออนุญาตแนะนำเป็น ลอรีเอะ ซูเปอร์ เจนเทิล พลัส อ่อนโยน หมดห่วงเรื่องการระคายเคืองนะค้า ^_^,Pos
ไม่ทัน 1000 สิทธิ์เป็นแน่,Neg
ดูราคาที่ลงต่อขวด ต่อ อาหาร ที่ขาย ค่อนข้างแพงครับ โรงแรม รีสอร์ทผม ยังขายไม่ถึงเลย เบียร์ช้าง อย่างมาก ขวด ละ 70 บาท อันนี้ขวด 120 บาท แพงมาก ๆ ขนาดต่างชาติ ยังชาร์ดเซอร์วิส ขวดละ80-100 บาท เอง นี้ รีสอร์ท 5 ดาวนะครับ,Neg
ตอแหลป่าว,Neg
เคยลงไปแล้วรอบนี้ต้องลงไหมครับ,Pos
กลับมาจากบ้านก่อนนะ เจอกัน Heineken,Pos
อยากได้,Pos
รบกวนขอเบอร์ติดต่อกลับค่ะ เครือโตโยต้าดีเยี่ยมเหมือนกันค่ะ,Pos
อยากกินสตอเบอรี่อัญชัน,Pos
เบียร์ช้างกินแล้วมีความสุข,Pos
อยากสั่ง​ท่านที่บ้าน​ แบบสั่งกลับบ้าน​ เพราะที่ผู้สูงอายุ​ไม่สะดวกมาทานที่ร้าน แต่​พนงบอกสั่งกลับบ้านไม่ได้​ งง​ ุุสาขาบิ๊กซี​เอ๊กซ์​ตร้า​สุขาภิบาล3,Neg
นี่ก็แบบฝากสเมอร์นอฟดำไป ด้วยความที่ลื๊ม ลืมว่าแม่งมีขวดด้วย ละนางก็ไม่รู้จะเอาขวดหรือป๋องมาให้เลยเอามาสองอัน จากความยั้งใจที่จะไม่กินเยอะ,Neg
อยากกกก ป่ะ เอื้อยออกซอย 150฿ 55555,Pos
เจอกันค่ะ รอนานมาก,Neg
พักนี้เหมือนชีตทุกวัน สัส 5555,Neg
ขอบคุณสำหรับข้อมูลครับพี่เอ แสดงว่าเป็นกันเยอะ แต่นิสสันยังไม่เคยเจอสักคัน สงสัยไม่ยอมเคลือบ อิอิ,Pos
พาเด็กไปหน่อย,Pos
พรุ่งนี้ไปใหม่,Pos
เอ็มเคงี้ แต่พูดตรงๆว่าไปกินเอ็มเคทีไรไม่เคยอิ่มอ่ะ เดินไปซื้อข้าวซื้อชาเขียวข้างบ้านดีกว่า,Neg
ตังยังไม่ออก,Pos
Fish hotpot is good,Pos
แม่งเอ้ย ขอนแก่นไม่มี,Neg
นิสสัน นาวารา สวยทนทาน มาก มาพร้อมโปรโมชั่นพิเศษน่าสนใจมาก,Pos
หมอประกิต เผยทางการแพทย์แนะให้เลิกทั้งบุหรี่มวนและไฟฟ้า,Neg
ฮอนด้ากากกว่าโตโยต้าครับ,Pos
หรอ.. อะเคร ไปถอนที่บาบีก้อนดีก่า555555,Pos
เซนทรัลราม2มีมั้ยค่ะ,Pos
เหนแม่งห้ามโพสเหล้า งงหวะ,Neg
เบื่อจะรีพอร์ตคนแปะเว็บ topicza .com ไรนี่มากเลยอะ ไปทุกแท็กทุกทวีตที่คนรีเยอะ ใครช่วยยิงให้เว็บมันล่มให้มันหายไปเลยได้มะ รำ,Neg
เสียค่าเตาย่างเพิ่มไหมครับ,Neg
ทำไมโครตจังว่ะแค่บุหรี่ไฟฟ้า อีนี่ก็ไม่น่าไปโวยวายซวยเลย😓,Neg
เชี่ย อ่านบาร์บิก้อนแล้วกุจะอ้วก🤢🤮,Neg
ตัดคนหลายไอดีไป อย่างน้อยน่าจะแสน น้องผมไม่อยู่ในกลุ่มยังลงเลย,Pos
ลีโอไม่กิน กินแต่ เหล้า,Neg
มาดิๆๆๆๆ พนเลยไม,Pos
สั่งเลยให้เขามาส่ง,Pos
เมิงเลี้ยง ป่ะๆๆๆๆๆๆๆๆๆๆๆๆๆๆๆๆๆๆๆๆๆๆๆๆๆๆๆๆๆๆๆๆๆๆ,Pos
เกบตังไปกินบ้านกอยดีกว่า,Neg
#คอเหล้าโปรดทราบ ตอนนี้ RED BLACK ตระกูล​ Jonny walker กำลังระบาด #แพทย์เตือนกินถึงตายครับ #ส่วนหนึ่งของเหล้าปลอม 200 ลัง มูลค่ากว่า 10 ล้านบาท พร้อมอุปกรณ์#การผลิต ที่ตำรวจจับได้ที่บ้านเช่าเลขที่ 46/7 หมู่ 6 ต.บางหลวง อ.เมือง ปทุมธานี C.r.กลุ่มใลน์เเจ้งข่าวสารทั่วไทย ดูไว้ เหล้าที่ดื่มกัน มันจริงแค่ใหน!!!!! #เหล้าเถื่อน,Neg
ใครจะกล้ากิน,Neg
นักเก็ต วันนี้กูกินเบื่อละเนี้ยยยย โรงงานผลิตนักเก็ตของแม็ค 🤣😂,Neg
ชอบเซตหมู เบคอน และ ข้าวผัดกระเทียม ของบาร์บีกอน ค่ะ อร่อยที่สุด สั่งทุกครั้งที่ไปทาน เพราะอร่อยสุดๆ และน้ำจิ้มก็อร่อย จิ้มกับหมู เข้ากันที่สุดค่ะ ตอนนี้อยากไปกิน เบคอนพันเห็ดเข็มทอง และ หมูคุโรบุตะ มากเลยค่ะ ถ้าได้จะชวนครอบครัวไปฉลองปีใหม่ที่บาร์บีคิวพลาซ่าค่ะ,Pos
อ้วนแล้วไง แคร์ที่ไหนล่ะ สปอนเซอร์ไม่มีแล้ว..ไปแดกกันเองไหมล่ะ😁😁😁,Pos
Viosเกร์ขึ้นช้าคับต้องดับเครื่องก่อนเติมคับรถผมเป็นบ่อยมากคับ,Neg
ผมกินแสงโสม,Pos
ข้าต้องลดจิงๆแล้วหละ เห็นท่าจะจะย่างเข้า60แล้ว,Neg
เคยสั่งของเพจนี้ ไม่ผิดหวังจริงๆๆๆค่ะ ดีมากๆๆส่งของไว คุณภาพของดีมากค่ะ สั่งครั้งแรก ครั้งที่2 ไม่ผิดหวังเรย,Pos
"ฝากชื่นชมและขอขอบคุณผจก.สาขาซีคอนบางแคด้วยนะคะ เมื่อวาน (25/1/61) พาคุณป๊าไปเลี้ยงวันเกิด แต่เพราะบัตรปชช.ของป๊า ไม่ได้ระบุเป็นเดือนนี้ (ตามแบบคนสมัยก่อนไง) เราจึงไม่ได้ไอติมและการถ่ายภาพวันเกิด อันนี้มาจากการเรียกพนง.มาสอบถามรอบแรกนะคะ. เราก็จิ้มหน้าจอ สั่งไอติมและของหวานให้ทุกคนไปตามปกติ ไม่ว่าไร...จากนั้นไม่นาน คุณพี่ผจก.ร้านก็เดินมาบอกว่า ไอติมบานาน่าสปลิทนั้นเดี๋ยวจะแคนเซิลบิลให้ แล้วขอแค่ให้เราเขียนชื่อ+ ว.ด.ป.เกิดของป๊าเท่านั้นเอง น่าจะมาจากการที่พ่อลูกเขย แอบซื้อเค้กแล้วเอามาฝากไว้ก่อน กินเสร็จค่อยเซอร์ไพร์ส...... จึงทำให้คุณพี่ผจก.มั่นใจอยุ่แล้วว่านี่เป็นการเลี้ยงวันเกิดแน่นอน ขอบคุณมากค่ะ ที่คุณพี่ตัดสินใจแบบนี้ ไม่ใช่มายึดติดกับบัตรปชช.แข็งๆใบเดียว....คุณพี่ผจก.แคร์ความรู้สึกของลูกค้ามากกว่า ปล.สิ่งที่ประทับใจ. ไม่ใช่ไอติมบานาน่าสปลิทถ้วยนั้นแต่เป็น ""รูปภาพ ใส่กรอบกระดาษ"" ที่ให้มามากกว่าค่ะ มันสามารถทำให้คนแก่คนนึงนำมานั่งมอง แล้วยิ้มได้ตลอดเวลาเลยค่ะ. ขอบคุณพี่ผจก.และน้องพนง.สาขานี้นะคะ. #MKSeaconBangkae #เอ็มเคซีคอนบางแค #MKซีคอนบางแค",Pos
อินนิสฟรี ตอนนี้ของแถมมาถึงแล้วนะคะ แต่ว่าคสอยังติดอยู่ที่ศุลกากร คิดว่าน่าจะเคลียร์ของออกได้สิ้นเดือนนี้-ต้นเดือนหน้าค่า #บตอัพเดต,Neg
และถังบ่มจากทำให้วิสกี้ Jack Daniel’s มีชีวิตชีวา,Pos
ชอบชวนเมียไปดินเนอร์ เดียวเพื่อนก็อิจฉาเราหรอกเต้,Pos
คนพาล ใช้กฎหมายเป็นข้ออ้าง ? ยุคนี้ในปทท.มิใช่เรื่องนี้เป็นเรื่องแรกและจะเยอะขึ้นเรื่อยฯ ยุคโจรครองเมืองรู้ป่ะ ?,Neg
"ขนาดนั้นเลยเหลอเมืองไทย ดีจ้าเลิกทั้งเมืองไทยก็จะดีนะ เลิกเบียร์ช้าง, สิงห์ กะทิงแรด..ประชาชนจะใด้ตายน้อยหน่อย",Neg
คริสต์มาส สโนว์ คือ ดีอะ,Pos
รสชาตแย่มาก เหมือน 285 แต่แย่กว่าาาาา,Neg
น่ากินเนาะ,Pos
นี่ซื้อฟูลมูนแอล7.5% ใจเต้นตึบๆเต้นไปถึงชีพจรที่หัวเลยอีดอก แต่ไม่มึนนะไม่ได้เมา คาดว่าถ้าแดกอีกสองขวดกูตายแน่จ้ะ,Neg
ผมเลิกบุหรี่ได้ก็บุหรี่ไฟฟ้านี้ละ แล้วตอนนี้ก็เลิกบุหรี่ไฟฟ้าได้แล้ว,Pos
ไม่ค่อยได้ไปกินเลย,Neg
ถ่ายที่ไหนทำไมดูดีจังวันก่อนไปทานที่โรบินสันฉะเชิงเทราของน้อยมากไม่น่าเข้าไปทานเลย,Neg
ขอขอบคุณและเป็นกำลังใจให้ครับ,Pos
สั่งน้ำเป็ดถ่วยนึงไปก็ไม่ได้กิน ทำงานกันเหมือนต้องมาขอกิน พนักงานชุดนี้โครตแย่จริงๆทั้งหมด ไม่เหมือนชุดเก่าที่เคยมากิน ยิ้มแย่ม สดใส เอาใจใส่บริการ เมื่อว่านบอกตรงๆเลยท่าไม่ติดว่าให้เกรียจน่ะมีระเบิดแน่กับพนักงานชุดนี้,Neg
แม่นางชุลีกร อยากแซ่บหรอเจ้าค่ะ ข้าว่า เรา ทำรับทานกันที่เรือนจะดีกว่าไหม ชวนคุณพี่มาด้วยย,Neg
ไม่เอาแล้ว ตั้งแต่ตอนนั้น,Neg
วีออสสวยคับ,Pos
MGB MKI ตอนแรกคิดว่า จะทำโช๊คเดิมให้สมบูรณ์ แต่ ด้วย ยุคสมัยเปลี่ยนไป และ สภาพถนนประเทศไทย ไม่เอื้ออำนวย จนทนไม่ไหวจึงต้อง จัดชุดเสริม เพื่อใส่โช๊คแบบรถรุ่นปีใหม่ ให้ขับบนถนนได้อย่างเต็มประสิทธิภาพของเครื่องยนต์ 1800ซีซี #telescopicos #shockabsorber #mgb #mgc,Neg
เห็นรีวิทีไรแอดก็เทใจไปทาง Royal Stag ว่าขวดสวย มีลูกกลิ่ง แพ็กเกจดีดูพรีเมี่ยม คหสต ผมว่า bell ดื่มดีกว่านะ แค่ไม่มีลูกกลิ้ง 😁😁,Neg
เมื่อกี้ไปเวสว่าจะแวะดูอีทูดี้ก็ไม่ได้แวะ ไม่ไหวค่ดเพลีย,Neg
ลองดูมั้ย,Pos
เออดูอีกที,Pos
พนนะ,Pos
เดวเผากางเกงแม่งให้หมดเรย,Neg
เอามาม่าติดไปด้วย ลวกแม่ง,Neg
สงสารเค้านะคะ,Pos
ไม่น่าอิ่ม,Neg
ใช่ค่ะ ^^,Pos
ผมโทรไปถามแล้วเห็นถามกันเยอะเรื่องลิขสิทธิ์ห้ามนำรถฮอนด้ามาทำแท็กซี่นั้นไม่เป็นความจริงทางบริษัทฮอนด้าบางนาแจ้งว่าทำได้ไม่มีนโยบายห้ามทำแต่จะมีผลตรงที่รถที่นำไปทำแท็กซี่บริษัทจะไม่รับผิดชอบต่อการประกันรถโดยทันทีถ้ารถเกิดการเสียหายใดใดก็แล้วแต่ทุกระบบจะไม่ประกันให้โดยเด็ดขาด,Neg
Honda รูปทรงสวย ทนทาน พลังงานไฮโดนเจนและผู้นำเทคโนโลยีใหม่ครับรักเลย,Pos
เซ็นทัลพระราม2มีสาขาไหมค่ะ,Pos
ด้วยความยินดีเป็นอย่างยิ่งคร้าบ,Pos
จัดดิ รอไร,Pos
มหาชัย ไม่เห็นมี4หม้อ อะคะ,Neg
อีก 1 เสียงคับ วีออส 2013 ผมเป็นมา 2 รอบละคับ เติม 300 เข็มนิ่ง แต่ขับออกมาค่อยๆ ขยับคับ ตอนแรกก็ตกใจคับ แต่ไม่โทษใครคับ ถ้าน้ำมันไม่เข้า มันคงไม่ตัดหัวจ่าย เลขคงไม่วิ่งหรอกคับ,Neg
วันนี้วันเกิดไปทานMK สาขาเซ็นทรัลพระราม9 ถามิว่ามีอะไรพิเศษให้บ้าง...พนง.บอกไอศกรีมเราพร้อมที่จะยืนยันบัตรปชช.พนงดูไม่ค่อยสนใจหรือเพราะเห็นว่าสั่งน้อยรึเปล่า..ปรกติเป็นลูกค้าทานบ่อยมากเพราะชอบที่ไม่ใส่ผงชูรส...แต่วันนี้ถูกพนง.เมินค่ะ,Neg
ยึดรถเหมือน ยาเสพติดเลย,Neg
กินเบียร์ยูทีพอมากินไฮนีเก้นนี่ไม่อร่อยเลย,Neg
น่าโดน,Pos
ส่งงานหมดแล้วไปเลยยย,Pos
ขำคนที่แซะคนอื่นว่าอยากเลือกตั้งจนตัวสั่น พอเลื่อนไปไม่กี่เดือนทำโวยวาย คสช.นี่ปล้นอำนาจอยู่ยาวๆมาสี่ปีก็ถือว่ากุอดทนมานานเกินพอแล้วนะ พอจะเลือกตั้งก็ผุดกติกาใหม่เข้าข้างฝั่งตัวเอง พอใกล้จะเลือกตั้งเสือกเลื่อน อยากเลือกตั้งจนตัวสั่น ก็ดีกว่าพวกกลัวประชาธิปไตยจนตัวสั่นอ่ะ อีเวร,Neg
จ้า กุอ้วกไปแล้ว จกแม่งเลย,Neg
เดียวกูนั่งรถเมย์ไปเลย,Pos
มึงไปดู เสียวไส้มาก5555 รีวิวผ้าอนามัยแบบสอด,Neg
อยากกินอะไรก็จิ้มเลยค่าาา 55555555555,Pos
ช่วงหลังไม่ได้ไปกิน mk เลยจ้า,Neg
จะมีใครเลี้ยงล่ะ ก็ต้อง อยู่แล้ว 555,Pos
ผมไม่ใช่ติ่งบุหรี่ไฟฟ้านะแต่เลิกบุหรี่มวนได้ก้เพราะบุหรี่ไฟฟ้า,Pos
หึหึหึหึ ไม่มีโชคไงงง!!!!!,Neg
เมื่อวานไปทานไม่เห็นได้เลยคะ สิทธิตามที่บอกเลยคะ,Neg
ดีนะเกิดมาไม่เคยเข้าบาบีก้อน,Neg
สุดยอดครับ. เวลาผมจะขึ้นเวทีก็วอร์มด้วย ไฮเนเก้น 1กระป๋องทุกครั้ง,Pos
ยาดองศพพ่อมึงดิ55,Neg
พี่อยากลอง พาไปหน่อย😁😁,Pos
ย้อนอดีตขุมพลัง “เวอร์ชันพิเศษ” ในตำนาน !!! Part III : MITSUBISHI G54B Turbo & 4G63 AMG,Pos
ของชอบเลย แต่ไม่กินดับเบิ้ลแบล็คนะ เมาเกินน555,Neg
กะบะมาสด้าออกแบบไมสวยไม่ว่ารุ่นไหนไม่ค่อยโดนถ้าเทียบกับยี่ห้ออื่นส่วนรถเก๋งสวยยุ..,Neg
กำแพงเพชรกรุพระเครื่อง เมืองคนแกร่ง ศิลาแลงใหญ่ กล้วยไข่หวาน น้ำมันลานกระบือ เลื่องชื่อน้ำตกคลองลาน เมืองเก่า7ร้อยปี สตรีงามเลิศ ถิ่นกำเนิดซุ้มกอ นั่งหลังงอล่อเบียร์ช้าง,Neg
ขนาดลอรีอัลที่กูใช้มาตั้งนานนมยังให้ผลกูเท่านี้ ไม่ต้องหวังพึ่งครีมอะไรก็ไม่รู้อะค่ะ เราจะไม่ด่าคนที่หลงเชื่อ แต่อย…,Neg
ตั้งแต่เลิกคุยกับคนนั้นไปก็มีเงินเหลือเก็บ และขนมในห้องก็เหลือ โฮกาเดนโรเซ่เหลือ คือดี ไปเถิดมึง อยุ่แล้วเอาเปรียบหลแกแดกกันขนาดนี้ เห็นแกตัวอีก,Neg
ขอบคุนทุกๆคนคับ,Pos
แสนสิริโครตใส่ใจอ่ะ ตอนแรกนึกว่าจะไม่ได้แล้วแต่เขาก็หาทางให้เราจนได้ น่ารักมากเลย💖,Pos
อวสานโลกสวย ใครจะไปคิดว่าจะเจอกับตัวเอง อีเหี้ยยยเดินอยู่ดีๆมีกระป๋องเบียร์ลีโอลอยโดนข้างตาเฉยย คือเค้าแจกเบียร์ไง…,Neg
ก็น่าจะอร่อยนะ ดูจากรูปแล้ว เนื้อน่ากินสุดๆ เหมือนบาบีคิวพลาซ่า,Pos
กินแล้วอร่อยกินได้ทุกเทศกาลกินได้ทุกวันเพราะว่าอร่อยมากค่ะไม่ว่าจะหญิงหรือชายก็กินได้ทุกเพศสำหรับspycooler ค่ะ,Pos
ขอให้ผ่านไปได้ด้วยดีครับ,Pos
จะว่าไป ผมจองรีโว่ ตั้งแต่เดือนมกรา นี่จะมีนาแล้วยังบ่ได้เลย,Neg
จะดีมั้ยยยยย,Pos
#NissanLeaf รุ่นขายดีที่ ญี่ปุ่น,Pos
อิอิ 555,Pos
คงได้ไปทำงานให้บอสัดเบียร์ช้างต่อมั้งสานิตย์,Neg
ไปดิ พรุ่งนี้,Pos
เราเป็นเด็กบ้านนอกที่พ่อแม่ไปทำงานกรุงเทพ พ่อแม่ก็ไม่ได้พาไปเที่ยวอะไรมากมายรู้จักอย่างมากก็แค่บิ๊กซีโลตัสไรงี้จนมีเพื่อนที่อยู่กรุงเทพ ขอบคุณพวกนางจากใจ นางพาเราไปเปิดโลกใหม่ เรารู้จักMRT BTS เพราะพวกนางเลยจริงๆขอบคุณนะที่ทำให้รู้ว่าโลกนี้มีอะไร ที่เราไม่รู้อีกเยอะแยะเลย😭,Pos
รู้เลยตัวเองไม่เหมาะกับ100pipers อีดอกกก กลับมาตายที่ห้องเด้อะ,Neg
😳,Pos
จะอ๊วก,Neg
ปลอมเยอะมากๆๆๆในชอปปี้ค่ะ เช่น 3ce peripera nyx ต้องระวังอย่างแรง อย่าพึ่งกดรับของจนกว่าจะเช็คว่าของจริงหรือปลอม เราขอส่งคืนได้นะคะ,Neg
ก่อนกินเอมเค5555555555,Pos
นก เหล็ก น้อยมาก ไม่เหมือนหมูตอกไข่เลยดีงาม,Neg
คนเราจะอยากสะสมผ้าอนามัยไปเพื่ออะไร Cr. บอกให้มันปรับปรุงอยุดยาด้วยเตาปิ้งไม่มี,Neg
อยากกิน 399,Pos
ชุมพรไงจ๊ะ. พอนสึ ชุม(เยอะแยะมากมาย) เลยเป็นชุมพร,Pos
เราหมดความอดทนกับเธอแล้ว ลาก่อน ล่มดีล่มเก่งงง #AIS,Neg
อีทูดี้หายอะ เพิ่งใช้ไปนิดเดียวเอง เซ็ง เซ็งชิบหาย,Neg
ไม่ได้โดนบาบีก้อนนานละ #พูดลอยๆ,Pos
ตอนเข้าพัก ไฟห้องน้ำขาดไปดวง กะผ้าห่มมีกลิ่น,Neg
แล้วผ้าอนามัยของยี่ห้อ ซ. ติดแล้วยังไม่ทันจะใส่เลย กาวหลุดแล้ว 😆,Neg
อยากใช้ยูเซอรีน แต่มันแพง,Neg
รีบไปเรื่องเสียภาษีไม่ต้องสิตกกังวลว่าจะไปไม่ทันไม่ต้องโบกให้เมื่อยมือ ปวดหัวใจเรียกแล้วไม่ไป ใช้ Grabแอฟดี ได้รถไวด้วย ใช้ JustGrab เลย Chivas Regal #รีบไปใช้JustGrab,Neg
กินโซจูว่าเมาแล้วกินผสมกับมิดไนท์นี่เกือบตายแม่งยังมาตบท้ายด้วยเบียช้างโธ่!!!!รอบน่าต้องลองรสใหม่ดูมั้งแล้วเผื่อจะกินง่ายขึ้น555,Neg
บอกละกันนะอิดอกกก,Pos
งั้นต้องกินบาบีก้อนวันจันแล้วละปรางงง😂,Pos
ไปๆๆ เชียร์ๆๆ ทุกทีมสู้ๆๆ SHOW DC เสาร์นี้ค่า,Pos
บุหรี่ไฟฟ้า ใช่ทุกอย่างที่มีเพื่อจับกุม คอรัปชั่น/ชนคนตาย แปลเอกสารแปป,Neg
คุณพิม และคุณน้ำหวาน 2 สาว ตัวแทนวัยเลข 3 ชวนทุกคนมาซ่อมผิวแก่จากข้างในด้วย Step แรกอย่าง Hada Labo Anti-Aging Lotion สูตรใหม่ล่าสุด ช่วยล็อคความชุ่มชื่น พร้อมดูแลให้ผิวยืดหยุ่นและกระชับล้ำลึกถึงชั้นผิว หมดกังวลเรื่องริ้วรอยได้เลยค่ะ #1stStepAntiAging #โลชั่นซ่อมผิวแก่ (ภาพจาก: instagram.com/we_love_hadalabo),Neg
ความคิดเรื่องปฏิรูปที่ดินแทบจะเป็นไปไม่ได้เลย เพราะคนถือครองที่ดินมากที่สุดในประเทศนี้คือ สำนักงานทรัพย์สิน,Neg
กูแดกกับพี่ง้วง แปปเดียวแม่งหมดกลมเลย ไม่ใช่เหี้ยอะไรนะ แม่งไม่มีลูกแก้ว เทกีทีๆก็ลั่นไปครึ่งแก้วตลอด ยิ่งตอนเมาๆนะมึงเอ้ย ลั่นไปเกือบเต็มแก้ว // งิ้วเอง,Neg
อยากลอง ผลิตภัณฑ์ตัวใหม่ล่าสุด Garnier Pure Active Sensitive สำหรับผิว Sensitive ของ Garnier จังเลยเจ้าค่ะ ผิวจะได้ปัง ใส กลบรอยสิวและจุดด่างดำได้ภายในไม่กี่นาที เพื่อเรียกความมั่นใจในเรื่องผิว เลือก Garnier Pure Active Sensitive เจ้าค่ะ เพราะ Garnier ได้คิดค้นและสรรหาทุกส่วนผสมที่สามารถตอบสนองต่อความต้องการของสาวๆทุกคนเจ้าค่ะ รับรองเอาอยู่ทุกปัญหาผิวอยู่แล้วเจ้าค่ะ,Pos
ปาหนังสือแลปปรสิตใส่หน้าบาบีก้อนแปบ,Neg
ทำไมเซโฟร่าไม่ส่งของสักที,Neg
ไม่น่าใช้ hadalabo 🤦🏻‍♀️,Neg
ชุมพรมั้ยอ้ะ?!😂,Pos
จำจนตาย ผ้าอนามัยหอยเย็น,Neg
โฮกาเด้นไงแกรร แดกสองก้แก้วคุ้มละ555 แถวลาดพร้าวงะ,Pos
ผ้าอนามัยแบบสอด สิ่งที่ต้องกังวลคือ TSS ค่ะ ไม่ใช่มะเร็ง สาวๆทั่วโลกทราบกันดีค่ะ ใครไม่รู้จัก TSS เสริชกูเกิลเลยค่ะ ปัญหานี้ ทำให้เทคโนโลยีที่ใหม่กว่า คือ menstrual cups มีออกมาวางขาย ซึ่งอันตรายน้อยกว่า tampon,Neg
เอาจริงๆคือ นอกจาก Passion ทางการเมือง เราก็ต้องศึกษาที่มาที่ไปเหตุผลด้วย แล้วก็อ้างอิง ConspiracyTheoryให้น้อยลงหน่อย เพราะบางอย่างมันมีเหตุผลความจำเป็นยันอยู่ หลายๆครั้งเห็นเด็กๆไม่ศึกษากระบวนการทางกฎหมาย/ราชการ มุ่งแต่จะต่อว่าตามที่ตนเชื่อสมคบคิดท่าเดียว จะไม่โตเอา,Neg
อยากกินเหมือนกันนนน อยากกินทุกอย่างงง,Pos
ควยบุหรี่ไฟฟ้าอยู่ในรถยึดรถด้วยแล้วถ้าบุหรี่ไฟฟ้าอยู่ในบ้านจะยึดบ้านด้วยไหมว่ะ,Neg
เท่าที่เคยเห็นข่าว มาสด้า2 และ CX3 น่าจะยังไม่มีคิว all new เร็ว ๆ นี้ครับ ปีหน้า 2019 น่าจะเป็นคิว มาสด้า3 ก่อน (ผมใช้ตัว 2016 เตรียมตกรุ่นไป T-T),Neg
เท่าที่อ่านดราม่าของฟอร์ด และแฟนใช้มา รับรู้ได้ว่า รถคุณภาพแย่ ขับๆอยู่เกียร์พังงี้ หาสาเหตุไม่ได้อะ และบริการหลังก…,Neg
เธออออออออ,Pos
สู้โว้ยยยยย,Pos
สงสัยพ่อมันเป็นมะเร็งตายแหง๋มๆ,Neg
ต่อแถวยาวเหยียดรอขึ้น mrt ที่สถานีเตาปูน ต้องมีเจ้าหน้าที่มายืนขวางไม่ให้คนแซงคิว ก็เหนื่อยใจละนะ ก็ยังมีคนเดินผ่านคนเป็นสิบๆ แซงคิวไปยืนรอข้างหน้าอีกอ่ะ,Neg
ไปกินที่เซ็นทรัลเวิล์ดมา ราคาก็แพงชั้นธรรมดา แถมไม่ได้ของขวัญวันเด็กอีก แย่มาก,Neg
Wet n wild คือลิปเนื้อดี สีสวย และราคาไม่แพงด้วย แต่หักแบบติดลบสุดๆ คือแพคเกจอ่ะ เปิดก็เลอะ ใส่กระเป๋าก็เละ เปื้อนอ่ะ มิชอบเลย,Neg
ทำไมทั้ง​ #ประชาธิปัตย์ และ​ #พลังประชารัฐ​ ถึงต้องโหนกระแส​ #ฟ้ารักพ่อ​ ของ​ #อนาคตใหม่​ มันทำให้ดูว่าไม่มีปัญญาคิดคอนเท้นต์หากระแสของตัวเองนะ​ เราว่าทีมงานควรไปทำการบ้านใหม่​ พอดูแล้วมันไม่ได้ทำให้น่าเลือกขึ้นอ่ะ​ จะเป็นฟ้าหรือต่อให้ไม่ใช่ฟ้า​​ เพราะแค่นี้ยังต้องโหนกระแส,Neg
เราไปร้านจะไปกิน พนง.บอกรีฟิวยังมาไม่ถึง เราก็งงๆ55,Neg
มีคนมาถามด้วยว่าเบทาโกรขายเนื้อวัวด้วยเหรอออ อันนี้จับใจความได้ว่าบาบีก้อนใช้เนื้อวัวนำเข้า แต่ส่งเนื้อวัวที่เป็นประเด็นนี้ไปตรวจแลปเบทาโกรไง เบทาโกรไม่ได้ขายเนื้อวัวนิ,Neg
เลิกกินบาบิก้อนยาวๆ,Neg
ขนาดใหญ่คุ้มค่ามาก,Pos
ทุกคนล้วนใส่ burberry ด้าย เด่วเอา brit sheer ฉีดปากแม่งเรย,Neg
อินิสฟรีพันห้า อีฟโรเช่สองพัน ทรุด,Neg
พาไปหน่อย😉😉😉😉,Pos
รีบจัดสิฮะ,Pos
เพิ่งเคยเข้า sephora เด๋อมะ 5555 ตอนแรกไม่กล้าเข้าไงเพราะเห็นมีแต่คสอ. แพงๆ แต่ไปลองเล่นได้เค้าไม่ว่าเลยอะ สนุกม๊ากกก,Neg
เหมือนจะแพ้ Blemish Cleanser ของ Kiehl’s #เพิ่งซื้อมาเอง #ไว้อาลัย,Neg
แม่หญิงเบลล่าใช้ มิสทีนซุปเปอร์ แบลค ฟิคซ์ อายไลเนอร์ กรีดตาค่ะ ข้าก็อยากได้ อยากลองใช้ค่ะ จะได้กรีดตาแล้วตาคมสวยเหมือนแม่หญิง เขียนเส้นเล็กเส้นใหญ่ได้หมด คมกริบ ติดทน เขียนเสร็จไม่หลุดด้วย ไม่เลอะอีก ผิวตามันก็อยู่ติดท๊นทนนน เริสมากกกกก แล้วจะได้ไปชม้อยชม้ายชายตาให้คุณพี่ค่ะ และแม่หญิงคอนเฟิร์มว่าดีจริง ข้าก็เชื่อแม่หญิง :),Pos
น่าตาน่าเกลียดยิ่งนัก ภายในก็ไม่มีเอกลักษณ์อะไรเลย ไปลอก mazda bm มา มันดูน่าเบื่อ ไม่ว้าว อีแก่ G8 ที่บ้าน ยังดูสวยกว่านี้ ฮ่าๆ,Neg
